147,talha javeed,Computer Engineer,3rd,3.139909091
148,Hilal Ahmad,Information Tech,3rd,3.126181818
149,Abdullah,zoology   ,3rd,3.112454545
150,Saqib Khan,Software Engineer,3rd,3.098727273
151,Dawood Khan,Botony      ,3rd,3.085
152,Qasim Khan,Computer Networking,3rd,3.071272727
153,Umar Rahman,LAW and Sharia,3rd,3.057545455
154,SAIFULLAH,Computer Science,3rd,3.043818182
155,Kashif Khan,Computer Science,3rd,3.030090909
156,Khalid Khan,Software Engineer,3rd,3.016363636
157,Khalil Khan,Computer Engineer,3rd,3.002636364
158,talha javeed,Computer Engineer,3rd,2.988909091
159,Hilal Ahmad,Information Tech,3rd,2.975181818
160,Abdullah,zoology   ,3rd,2.961454545
161,Saqib Khan,Software Engineer,3rd,2.947727273
162,Dawood Khan,Botony      ,3rd,2.934
163,Qasim Khan,Computer Networking,3rd,2.920272727
164,SAIFULLAH,Computer Science,3rd,2.906545455
165,Kashif Khan,Computer Science,3rd,2.892818182
166,Khalid Khan,Software Engineer,3rd,2.879090909
167,Khalil Khan,Computer Engineer,3rd,2.865363636
168,talha javeed,Computer Engineer,3rd,2.851636364
169,Hilal Ahmad,Information Tech,3rd,2.837909091
170,Abdullah,zoology   ,3rd,2.824181818
171,Saqib Khan,Software Engineer,3rd,2.810454545
172,Dawood Khan,Botony      ,3rd,2.796727273
173,Qasim Khan,Computer Networking,3rd,2.783
174,Umar Rahman,LAW and Sharia,3rd,2.769272727
175,SAIFULLAH,Computer Science,3rd,2.755545455
176,Kashif Khan,Computer Science,3rd,2.741818182
177,Khalid Khan,Software Engineer,3rd,2.728090909
178,Khalil Khan,Computer Engineer,3rd,2.714363636
179,talha javeed,Computer Engineer,3rd,2.700636364
180,Hilal Ahmad,Information Tech,3rd,2.686909091
181,Abdullah,zoology   ,3rd,2.673181818
182,Saqib Khan,Software Engineer,3rd,2.659454545
183,Dawood Khan,Botony      ,3rd,2.645727273
184,Qasim Khan,Computer Networking,3rd,2.632
185,SAIFULLAH,Computer Science,3rd,2.618272727
186,Kashif Khan,Computer Science,3rd,2.604545455
187,Khalid Khan,Software Engineer,3rd,2.590818182
188,Khalil Khan,Computer Engineer,3rd,2.577090909
189,talha javeed,Computer Engineer,3rd,2.563363636
190,Hilal Ahmad,Information Tech,3rd,2.549636364
191,Abdullah,zoology   ,3rd,2.535909091
192,Saqib Khan,Software Engineer,3rd,2.522181818
193,Dawood Khan,Botony      ,3rd,2.508454545
194,Qasim Khan,Computer Networking,3rd,2.494727273
195,Umar Rahman,LAW and Sharia,3rd,2.481
196,SAIFULLAH,Computer Science,3rd,2.467272727
197,Kashif Khan,Computer Science,3rd,2.453545455
198,Khalid Khan,Software Engineer,3rd,2.439818182
199,Khalil Khan,Computer Engineer,3rd,2.426090909
200,talha javeed,Computer Engineer,3rd,2.412363636
201,SAIFULLAH,Computer Science,3rd,2.398636364
202,Kashif Khan,Computer Science,3rd,2.384909091
203,Khalid Khan,Software Engineer,3rd,2.371181818
204,Khalil Khan,Computer Engineer,3rd,2.357454545
205,talha javeed,Computer Engineer,3rd,2.343727273
206,Hilal Ahmad,Information Tech,3rd,2.33
207,Abdullah,zoology   ,3rd,2.316272727
208,Saqib Khan,Software Engineer,3rd,2.302545455
209,Dawood Khan,Botony      ,3rd,2.288818182
210,Qasim Khan,Computer Networking,3rd,2.275090909
211,Umar Rahman,LAW and Sharia,3rd,2.261363636
212,SAIFULLAH,Computer Science,3rd,2.247636364
213,Kashif Khan,Computer Science,3rd,2.233909091
214,Khalid Khan,Software Engineer,3rd,2.220181818
215,Khalil Khan,Computer Engineer,3rd,2.206454545
216,talha javeed,Computer Engineer,3rd,2.192727273
217,Hilal Ahmad,Information Tech,3rd,2.179
218,Abdullah,zoology   ,3rd,2.165272727
219,Saqib Khan,Software Engineer,3rd,2.151545455
220,Dawood Khan,Botony      ,3rd,2.137818182
221,Qasim Khan,Computer Networking,3rd,2.124090909
222,SAIFULLAH,Computer Science,3rd,2.110363636
223,Kashif Khan,Computer Science,3rd,2.096636364
224,Khalid Khan,Software Engineer,3rd,2.082909091
225,Khalil Khan,Computer Engineer,3rd,2.069181818
226,talha javeed,Computer Engineer,3rd,2.055454545
227,Hilal Ahmad,Information Tech,3rd,2.041727273
228,Abdullah,zoology   ,3rd,2.028
229,Saqib Khan,Software Engineer,3rd,2.014272727
230,Dawood Khan,Botony      ,3rd,2.000545455
231,Qasim Khan,Computer Networking,3rd,1.986818182
232,Umar Rahman,LAW and Sharia,3rd,1.973090909
233,SAIFULLAH,Computer Science,3rd,1.959363636
234,Kashif Khan,Computer Science,3rd,1.945636364
235,Khalid Khan,Software Engineer,3rd,1.931909091
236,Khalil Khan,Computer Engineer,3rd,1.918181818
237,talha javeed,Computer Engineer,3rd,1.904454545
238,Hilal Ahmad,Information Tech,3rd,1.890727273
239,Abdullah,zoology   ,3rd,1.877
240,Saqib Khan,Software Engineer,3rd,1.863272727
241,Dawood Khan,Botony      ,3rd,1.849545455
242,Qasim Khan,Computer Networking,3rd,1.835818182
243,SAIFULLAH,Computer Science,3rd,1.822090909
244,Kashif Khan,Computer Science,3rd,1.808363636
245,Khalid Khan,Software Engineer,3rd,1.794636364
246,Khalil Khan,Computer Engineer,3rd,1.780909091
247,talha javeed,Computer Engineer,3rd,1.767181818
248,Hilal Ahmad,Information Tech,3rd,1.753454545
249,Abdullah,zoology   ,3rd,1.739727273
250,Saqib Khan,Software Engineer,3rd,1.726
251,Dawood Khan,Botony      ,3rd,1.712272727
252,Qasim Khan,Computer Networking,3rd,1.698545455
253,Umar Rahman,LAW and Sharia,3rd,1.684818182
254,SAIFULLAH,Computer Science,3rd,1.671090909
255,Kashif Khan,Computer Science,3rd,1.657363636
256,Khalid Khan,Software Engineer,3rd,1.643636364
257,Khalil Khan,Computer Engineer,3rd,1.629909091
258,talha javeed,Computer Engineer,3rd,1.616181818
259,Hilal Ahmad,Information Tech,3rd,1.602454545
260,Abdullah,zoology   ,3rd,1.588727273
261,Saqib Khan,Software Engineer,3rd,1.575
262,Dawood Khan,Botony      ,3rd,1.561272727
263,Qasim Khan,Computer Networking,3rd,1.547545455
264,SAIFULLAH,Computer Science,3rd,1.533818182
265,Kashif Khan,Computer Science,3rd,1.520090909
266,Khalid Khan,Software Engineer,3rd,1.506363636
267,Khalil Khan,Computer Engineer,3rd,1.492636364
268,talha javeed,Computer Engineer,3rd,1.478909091
269,Hilal Ahmad,Information Tech,3rd,1.465181818
270,Abdullah,zoology   ,3rd,1.451454545
271,Saqib Khan,Software Engineer,3rd,1.437727273
272,Dawood Khan,Botony      ,3rd,1.424
273,Qasim Khan,Computer Networking,3rd,1.410272727
274,Umar Rahman,LAW and Sharia,3rd,1.396545455
275,SAIFULLAH,Computer Science,3rd,1.382818182
276,Kashif Khan,Computer Science,3rd,1.369090909
277,Khalid Khan,Software Engineer,3rd,1.355363636
278,Khalil Khan,Computer Engineer,3rd,1.341636364
279,talha javeed,Computer Engineer,3rd,1.327909091
280,Hilal Ahmad,Information Tech,3rd,1.314181818
281,Abdullah,zoology   ,3rd,1.300454545
282,Saqib Khan,Software Engineer,3rd,1.286727273
283,Dawood Khan,Botony      ,3rd,1.273
284,Qasim Khan,Computer Networking,3rd,1.259272727
285,SAIFULLAH,Computer Science,3rd,1.245545455
286,Kashif Khan,Computer Science,3rd,1.231818182
287,Khalid Khan,Software Engineer,3rd,1.218090909
288,Khalil Khan,Computer Engineer,3rd,1.204363636
289,talha javeed,Computer Engineer,3rd,1.190636364
290,Hilal Ahmad,Information Tech,3rd,1.176909091
291,Abdullah,zoology   ,3rd,1.163181818
292,Saqib Khan,Software Engineer,3rd,1.149454545
293,Dawood Khan,Botony      ,3rd,1.135727273
294,Qasim Khan,Computer Networking,3rd,1.122
295,Umar Rahman,LAW and Sharia,3rd,1.108272727
296,SAIFULLAH,Computer Science,3rd,1.094545455
297,Kashif Khan,Computer Science,3rd,1.080818182
298,Khalid Khan,Software Engineer,3rd,1.067090909
299,Khalil Khan,Computer Engineer,3rd,1.053363636
300,talha javeed,Computer Engineer,3rd,1.039636364
301,SAIFULLAH,Computer Science,3rd,1.025909091
302,Kashif Khan,Computer Science,3rd,1.012181818
303,Khalid Khan,Software Engineer,3rd,0.998454545
304,Khalil Khan,Computer Engineer,3rd,0.984727273
305,talha javeed,Computer Engineer,3rd,0.971
306,Hilal Ahmad,Information Tech,3rd,0.957272727
307,Abdullah,zoology   ,3rd,0.943545455
308,Saqib Khan,Software Engineer,3rd,0.929818182
309,Dawood Khan,Botony      ,3rd,0.916090909
310,Qasim Khan,Computer Networking,3rd,0.902363636
311,Umar Rahman,LAW and Sharia,3rd,0.888636364
312,SAIFULLAH,Computer Science,3rd,0.874909091
313,Kashif Khan,Computer Science,3rd,0.861181818
314,Khalid Khan,Software Engineer,3rd,0.847454545
315,Khalil Khan,Computer Engineer,3rd,0.833727273
316,talha javeed,Computer Engineer,3rd,0.82
317,Hilal Ahmad,Information Tech,3rd,0.806272727
318,Abdullah,zoology   ,3rd,0.792545455
319,Saqib Khan,Software Engineer,3rd,0.778818182
320,Dawood Khan,Botony      ,3rd,0.765090909
321,Qasim Khan,Computer Networking,3rd,0.751363636
322,SAIFULLAH,Computer Science,3rd,0.737636364
323,Kashif Khan,Computer Science,3rd,0.723909091
324,Khalid Khan,Software Engineer,3rd,0.710181818
325,Khalil Khan,Computer Engineer,3rd,0.696454545
326,talha javeed,Computer Engineer,3rd,0.682727273
327,Hilal Ahmad,Information Tech,3rd,0.669
328,Abdullah,zoology   ,3rd,0.655272727
329,Saqib Khan,Software Engineer,3rd,0.641545455
330,Dawood Khan,Botony      ,3rd,0.627818182
331,Qasim Khan,Computer Networking,3rd,0.614090909
332,Umar Rahman,LAW and Sharia,3rd,0.600363636
333,SAIFULLAH,Computer Science,3rd,0.586636364
334,Kashif Khan,Computer Science,3rd,0.572909091
335,Khalid Khan,Software Engineer,3rd,0.559181818
336,Khalil Khan,Computer Engineer,3rd,0.545454545
337,talha javeed,Computer Engineer,3rd,0.531727273
338,Hilal Ahmad,Information Tech,3rd,0.518
339,Abdullah,zoology   ,3rd,0.504272727
340,Saqib Khan,Software Engineer,3rd,0.490545455
341,Dawood Khan,Botony      ,3rd,0.476818182
342,Qasim Khan,Computer Networking,3rd,0.463090909
343,SAIFULLAH,Computer Science,3rd,0.449363636
344,Kashif Khan,Computer Science,3rd,0.435636364
345,Khalid Khan,Software Engineer,3rd,0.421909091
346,Khalil Khan,Computer Engineer,3rd,0.408181818
347,talha javeed,Computer Engineer,3rd,0.394454545
348,Hilal Ahmad,Information Tech,3rd,0.380727273
349,Abdullah,zoology   ,3rd,0.367
350,Saqib Khan,Software Engineer,3rd,0.353272727
351,Dawood Khan,Botony      ,3rd,0.339545455
352,Qasim Khan,Computer Networking,3rd,0.325818182
353,Umar Rahman,LAW and Sharia,3rd,0.312090909
354,SAIFULLAH,Computer Science,3rd,0.298363636
355,Kashif Khan,Computer Science,3rd,0.284636364
356,Khalid Khan,Software Engineer,3rd,0.270909091
357,Khalil Khan,Computer Engineer,3rd,0.257181818
358,talha javeed,Computer Engineer,3rd,0.243454545
359,Hilal Ahmad,Information Tech,3rd,0.229727273
360,Abdullah,zoology   ,3rd,0.216
361,Saqib Khan,Software Engineer,3rd,0.202272727
362,Dawood Khan,Botony      ,3rd,0.188545455
363,Qasim Khan,Computer Networking,3rd,0.174818182
364,SAIFULLAH,Computer Science,3rd,0.161090909
365,Kashif Khan,Computer Science,3rd,0.147363636
366,Khalid Khan,Software Engineer,3rd,0.133636364
367,Khalil Khan,Computer Engineer,3rd,0.119909091
368,talha javeed,Computer Engineer,3rd,0.106181818
369,Hilal Ahmad,Information Tech,3rd,0.092454545
370,Abdullah,zoology   ,3rd,0.078727273
371,Saqib Khan,Software Engineer,3rd,0.065
372,Dawood Khan,Botony      ,3rd,0.051272727
373,Qasim Khan,Computer Networking,3rd,0.037545455
374,Umar Rahman,LAW and Sharia,3rd,0.023818182
375,SAIFULLAH,Computer Science,3rd,0.010090909
376,Kashif Khan,Computer Science,3rd,-0.003636364
377,Khalid Khan,Software Engineer,3rd,-0.017363636
378,Khalil Khan,Computer Engineer,3rd,-0.031090909
379,talha javeed,Computer Engineer,3rd,-0.044818182
380,Hilal Ahmad,Information Tech,3rd,-0.058545455
381,Abdullah,zoology   ,3rd,-0.072272727
382,Saqib Khan,Software Engineer,3rd,-0.086
383,Dawood Khan,Botony      ,3rd,-0.099727273
384,Qasim Khan,Computer Networking,3rd,-0.113454545
385,SAIFULLAH,Computer Science,3rd,-0.127181818
386,Kashif Khan,Computer Science,3rd,-0.140909091
387,Khalid Khan,Software Engineer,3rd,-0.154636364
388,Khalil Khan,Computer Engineer,3rd,-0.168363636
389,talha javeed,Computer Engineer,3rd,-0.182090909
390,Hilal Ahmad,Information Tech,3rd,-0.195818182
391,Abdullah,zoology   ,3rd,-0.209545455
392,Saqib Khan,Software Engineer,3rd,-0.223272727
393,Dawood Khan,Botony      ,3rd,-0.237
394,Qasim Khan,Computer Networking,3rd,-0.250727273
395,Umar Rahman,LAW and Sharia,3rd,-0.264454545
396,SAIFULLAH,Computer Science,3rd,-0.278181818
397,Kashif Khan,Computer Science,3rd,-0.291909091
398,Khalid Khan,Software Engineer,3rd,-0.305636364
399,Khalil Khan,Computer Engineer,3rd,-0.319363636
400,talha javeed,Computer Engineer,3rd,-0.333090909
401,SAIFULLAH,Computer Science,3rd,-0.346818182
402,Kashif Khan,Computer Science,3rd,-0.360545455
403,Khalid Khan,Software Engineer,3rd,-0.374272727
404,Khalil Khan,Computer Engineer,3rd,-0.388
405,talha javeed,Computer Engineer,3rd,-0.401727273
406,Hilal Ahmad,Information Tech,3rd,-0.415454545
407,Abdullah,zoology   ,3rd,-0.429181818
408,Saqib Khan,Software Engineer,3rd,-0.442909091
409,Dawood Khan,Botony      ,3rd,-0.456636364
410,Qasim Khan,Computer Networking,3rd,-0.470363636
411,Umar Rahman,LAW and Sharia,3rd,-0.484090909
412,SAIFULLAH,Computer Science,3rd,-0.497818182
413,Kashif Khan,Computer Science,3rd,-0.511545455
414,Khalid Khan,Software Engineer,3rd,-0.525272727
415,Khalil Khan,Computer Engineer,3rd,-0.539
416,talha javeed,Computer Engineer,3rd,-0.552727273
417,Hilal Ahmad,Information Tech,3rd,-0.566454545
418,Abdullah,zoology   ,3rd,-0.580181818
419,Saqib Khan,Software Engineer,3rd,-0.593909091
420,Dawood Khan,Botony      ,3rd,-0.607636364
421,Qasim Khan,Computer Networking,3rd,-0.621363636
422,SAIFULLAH,Computer Science,3rd,-0.635090909
423,Kashif Khan,Computer Science,3rd,-0.648818182
424,Khalid Khan,Software Engineer,3rd,-0.662545455
425,Khalil Khan,Computer Engineer,3rd,-0.676272727
426,talha javeed,Computer Engineer,3rd,-0.69
427,Hilal Ahmad,Information Tech,3rd,-0.703727273
428,Abdullah,zoology   ,3rd,-0.717454545
429,Saqib Khan,Software Engineer,3rd,-0.731181818
430,Dawood Khan,Botony      ,3rd,-0.744909091
431,Qasim Khan,Computer Networking,3rd,-0.758636364
432,Umar Rahman,LAW and Sharia,3rd,-0.772363636
433,SAIFULLAH,Computer Science,3rd,-0.786090909
434,Kashif Khan,Computer Science,3rd,-0.799818182
435,Khalid Khan,Software Engineer,3rd,-0.813545455
436,Khalil Khan,Computer Engineer,3rd,-0.827272727
437,talha javeed,Computer Engineer,3rd,-0.841
438,Hilal Ahmad,Information Tech,3rd,-0.854727273
439,Abdullah,zoology   ,3rd,-0.868454545
440,Saqib Khan,Software Engineer,3rd,-0.882181818
441,Dawood Khan,Botony      ,3rd,-0.895909091
442,Qasim Khan,Computer Networking,3rd,-0.909636364
443,SAIFULLAH,Computer Science,3rd,-0.923363636
444,Kashif Khan,Computer Science,3rd,-0.937090909
445,Khalid Khan,Software Engineer,3rd,-0.950818182
446,Khalil Khan,Computer Engineer,3rd,-0.964545455
447,talha javeed,Computer Engineer,3rd,-0.978272727
448,Hilal Ahmad,Information Tech,3rd,-0.992
449,Abdullah,zoology   ,3rd,-1.005727273
450,Saqib Khan,Software Engineer,3rd,-1.019454545
451,Dawood Khan,Botony      ,3rd,-1.033181818
452,Qasim Khan,Computer Networking,3rd,-1.046909091
453,Umar Rahman,LAW and Sharia,3rd,-1.060636364
454,SAIFULLAH,Computer Science,3rd,-1.074363636
455,Kashif Khan,Computer Science,3rd,-1.088090909
456,Khalid Khan,Software Engineer,3rd,-1.101818182
457,Khalil Khan,Computer Engineer,3rd,-1.115545455
458,talha javeed,Computer Engineer,3rd,-1.129272727
459,Hilal Ahmad,Information Tech,3rd,-1.143
460,Abdullah,zoology   ,3rd,-1.156727273
461,Saqib Khan,Software Engineer,3rd,-1.170454545
462,Dawood Khan,Botony      ,3rd,-1.184181818
463,Qasim Khan,Computer Networking,3rd,-1.197909091
464,SAIFULLAH,Computer Science,3rd,-1.211636364
465,Kashif Khan,Computer Science,3rd,-1.225363636
466,Khalid Khan,Software Engineer,3rd,-1.239090909
467,Khalil Khan,Computer Engineer,3rd,-1.252818182
468,talha javeed,Computer Engineer,3rd,-1.266545455
469,Hilal Ahmad,Information Tech,3rd,-1.280272727
470,Abdullah,zoology   ,3rd,-1.294
471,Saqib Khan,Software Engineer,3rd,-1.307727273
472,Dawood Khan,Botony      ,3rd,-1.321454545
473,Qasim Khan,Computer Networking,3rd,-1.335181818
474,Umar Rahman,LAW and Sharia,3rd,-1.348909091
475,SAIFULLAH,Computer Science,3rd,-1.362636364
476,Kashif Khan,Computer Science,3rd,-1.376363636
477,Khalid Khan,Software Engineer,3rd,-1.390090909
478,Khalil Khan,Computer Engineer,3rd,-1.403818182
479,talha javeed,Computer Engineer,3rd,-1.417545455
480,Hilal Ahmad,Information Tech,3rd,-1.431272727
481,Abdullah,zoology   ,3rd,-1.445
482,Saqib Khan,Software Engineer,3rd,-1.458727273
483,Dawood Khan,Botony      ,3rd,-1.472454545
484,Qasim Khan,Computer Networking,3rd,-1.486181818
485,SAIFULLAH,Computer Science,3rd,-1.499909091
486,Kashif Khan,Computer Science,3rd,-1.513636364
487,Khalid Khan,Software Engineer,3rd,-1.527363636
488,Khalil Khan,Computer Engineer,3rd,-1.541090909
489,talha javeed,Computer Engineer,3rd,-1.554818182
490,Hilal Ahmad,Information Tech,3rd,-1.568545455
491,Abdullah,zoology   ,3rd,-1.582272727
492,Saqib Khan,Software Engineer,3rd,-1.596
493,Dawood Khan,Botony      ,3rd,-1.609727273
494,Qasim Khan,Computer Networking,3rd,-1.623454545
495,Umar Rahman,LAW and Sharia,3rd,-1.637181818
496,SAIFULLAH,Computer Science,3rd,-1.650909091
497,Kashif Khan,Computer Science,3rd,-1.664636364
498,Khalid Khan,Software Engineer,3rd,-1.678363636
499,Khalil Khan,Computer Engineer,3rd,-1.692090909
500,talha javeed,Computer Engineer,3rd,-1.705818182
501,SAIFULLAH,Computer Science,3rd,-1.719545455
502,Kashif Khan,Computer Science,3rd,-1.733272727
503,Khalid Khan,Software Engineer,3rd,-1.747
504,Khalil Khan,Computer Engineer,3rd,-1.760727273
505,talha javeed,Computer Engineer,3rd,-1.774454545
506,Hilal Ahmad,Information Tech,3rd,-1.788181818
507,Abdullah,zoology   ,3rd,-1.801909091
508,Saqib Khan,Software Engineer,3rd,-1.815636364
509,Dawood Khan,Botony      ,3rd,-1.829363636
510,Qasim Khan,Computer Networking,3rd,-1.843090909
511,Umar Rahman,LAW and Sharia,3rd,-1.856818182
512,SAIFULLAH,Computer Science,3rd,-1.870545455
513,Kashif Khan,Computer Science,3rd,-1.884272727
514,Khalid Khan,Software Engineer,3rd,-1.898
515,Khalil Khan,Computer Engineer,3rd,-1.911727273
516,talha javeed,Computer Engineer,3rd,-1.925454545
517,Hilal Ahmad,Information Tech,3rd,-1.939181818
518,Abdullah,zoology   ,3rd,-1.952909091
519,Saqib Khan,Software Engineer,3rd,-1.966636364
520,Dawood Khan,Botony      ,3rd,-1.980363636
521,Qasim Khan,Computer Networking,3rd,-1.994090909
522,SAIFULLAH,Computer Science,3rd,-2.007818182
523,Kashif Khan,Computer Science,3rd,-2.021545455
524,Khalid Khan,Software Engineer,3rd,-2.035272727
525,Khalil Khan,Computer Engineer,3rd,-2.049
526,talha javeed,Computer Engineer,3rd,-2.062727273
527,Hilal Ahmad,Information Tech,3rd,-2.076454545
528,Abdullah,zoology   ,3rd,-2.090181818
529,Saqib Khan,Software Engineer,3rd,-2.103909091
530,Dawood Khan,Botony      ,3rd,-2.117636364
531,Qasim Khan,Computer Networking,3rd,-2.131363636
532,Umar Rahman,LAW and Sharia,3rd,-2.145090909
533,SAIFULLAH,Computer Science,3rd,-2.158818182
534,Kashif Khan,Computer Science,3rd,-2.172545455
535,Khalid Khan,Software Engineer,3rd,-2.186272727
536,Khalil Khan,Computer Engineer,3rd,-2.2
537,talha javeed,Computer Engineer,3rd,-2.213727273
538,Hilal Ahmad,Information Tech,3rd,-2.227454545
539,Abdullah,zoology   ,3rd,-2.241181818
540,Saqib Khan,Software Engineer,3rd,-2.254909091
541,Dawood Khan,Botony      ,3rd,-2.268636364
542,Qasim Khan,Computer Networking,3rd,-2.282363636
543,SAIFULLAH,Computer Science,3rd,-2.296090909
544,Kashif Khan,Computer Science,3rd,-2.309818182
545,Khalid Khan,Software Engineer,3rd,-2.323545455
546,Khalil Khan,Computer Engineer,3rd,-2.337272727
547,talha javeed,Computer Engineer,3rd,-2.351
548,Hilal Ahmad,Information Tech,3rd,-2.364727273
549,Abdullah,zoology   ,3rd,-2.378454545
550,Saqib Khan,Software Engineer,3rd,-2.392181818
551,Dawood Khan,Botony      ,3rd,-2.405909091
552,Qasim Khan,Computer Networking,3rd,-2.419636364
553,Umar Rahman,LAW and Sharia,3rd,-2.433363636
554,SAIFULLAH,Computer Science,3rd,-2.447090909
555,Kashif Khan,Computer Science,3rd,-2.460818182
556,Khalid Khan,Software Engineer,3rd,-2.474545455
557,Khalil Khan,Computer Engineer,3rd,-2.488272727
558,talha javeed,Computer Engineer,3rd,-2.502
559,Hilal Ahmad,Information Tech,3rd,-2.515727273
560,Abdullah,zoology   ,3rd,-2.529454545
561,Saqib Khan,Software Engineer,3rd,-2.543181818
562,Dawood Khan,Botony      ,3rd,-2.556909091
563,Qasim Khan,Computer Networking,3rd,-2.570636364
564,SAIFULLAH,Computer Science,3rd,-2.584363636
565,Kashif Khan,Computer Science,3rd,-2.598090909
566,Khalid Khan,Software Engineer,3rd,-2.611818182
567,Khalil Khan,Computer Engineer,3rd,-2.625545455
568,talha javeed,Computer Engineer,3rd,-2.639272727
569,Hilal Ahmad,Information Tech,3rd,-2.653
570,Abdullah,zoology   ,3rd,-2.666727273
571,Saqib Khan,Software Engineer,3rd,-2.680454545
572,Dawood Khan,Botony      ,3rd,-2.694181818
573,Qasim Khan,Computer Networking,3rd,-2.707909091
574,Umar Rahman,LAW and Sharia,3rd,-2.721636364
575,SAIFULLAH,Computer Science,3rd,-2.735363636
576,Kashif Khan,Computer Science,3rd,-2.749090909
577,Khalid Khan,Software Engineer,3rd,-2.762818182
578,Khalil Khan,Computer Engineer,3rd,-2.776545455
579,talha javeed,Computer Engineer,3rd,-2.790272727
580,Hilal Ahmad,Information Tech,3rd,-2.804
581,Abdullah,zoology   ,3rd,-2.817727273
582,Saqib Khan,Software Engineer,3rd,-2.831454545
583,Dawood Khan,Botony      ,3rd,-2.845181818
584,Qasim Khan,Computer Networking,3rd,-2.858909091
585,SAIFULLAH,Computer Science,3rd,-2.872636364
586,Kashif Khan,Computer Science,3rd,-2.886363636
587,Khalid Khan,Software Engineer,3rd,-2.900090909
588,Khalil Khan,Computer Engineer,3rd,-2.913818182
589,talha javeed,Computer Engineer,3rd,-2.927545455
590,Hilal Ahmad,Information Tech,3rd,-2.941272727
591,Abdullah,zoology   ,3rd,-2.955
592,Saqib Khan,Software Engineer,3rd,-2.968727273
593,Dawood Khan,Botony      ,3rd,-2.982454545
594,Qasim Khan,Computer Networking,3rd,-2.996181818
595,Umar Rahman,LAW and Sharia,3rd,-3.009909091
596,SAIFULLAH,Computer Science,3rd,-3.023636364
597,Kashif Khan,Computer Science,3rd,-3.037363636
598,Khalid Khan,Software Engineer,3rd,-3.051090909
599,Khalil Khan,Computer Engineer,3rd,-3.064818182
600,talha javeed,Computer Engineer,3rd,-3.078545455
601,SAIFULLAH,Computer Science,3rd,-3.092272727
602,Kashif Khan,Computer Science,3rd,-3.106
603,Khalid Khan,Software Engineer,3rd,-3.119727273
604,Khalil Khan,Computer Engineer,3rd,-3.133454545
605,talha javeed,Computer Engineer,3rd,-3.147181818
606,Hilal Ahmad,Information Tech,3rd,-3.160909091
607,Abdullah,zoology   ,3rd,-3.174636364
608,Saqib Khan,Software Engineer,3rd,-3.188363636
609,Dawood Khan,Botony      ,3rd,-3.202090909
610,Qasim Khan,Computer Networking,3rd,-3.215818182
611,Umar Rahman,LAW and Sharia,3rd,-3.229545455
612,SAIFULLAH,Computer Science,3rd,-3.243272727
613,Kashif Khan,Computer Science,3rd,-3.257
614,Khalid Khan,Software Engineer,3rd,-3.270727273
615,Khalil Khan,Computer Engineer,3rd,-3.284454545
616,talha javeed,Computer Engineer,3rd,-3.298181818
617,Hilal Ahmad,Information Tech,3rd,-3.311909091
618,Abdullah,zoology   ,3rd,-3.325636364
